hour,hour_label,day_of_week,day_name,month,month_name,age,city_pop,distance,log_amt,is_fraud,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
19,07:19 PM,1,Monday,1,January,32,122111,0.8797533674627207,3.606312730456974,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2,02:50 AM,7,Sunday,12,December,85,73,1.023305614487676,5.832644650099119,0,False,False,False,False,False,False,False,False,False,False,False,True,False
22,10:28 PM,7,Sunday,8,August,45,964,1.3911399312542203,4.374372415737022,0,False,False,False,False,False,False,False,False,False,True,False,False,False
4,04:36 AM,2,Tuesday,8,August,44,1645,0.8518789333332459,3.808438689171576,0,False,False,False,False,False,False,False,False,True,False,False,False,False
19,07:49 PM,4,Thursday,11,November,80,61,0.5916426307298952,2.0881534822818573,0,False,False,False,False,False,False,False,False,False,False,False,False,False
10,10:10 AM,4,Thursday,5,May,79,145,0.8402074975385702,1.958685340544036,0,False,False,False,False,False,False,False,True,False,False,False,False,False
1,01:19 AM,1,Monday,2,February,53,129,0.4324754130283083,0.7178397931503169,0,False,False,False,False,False,False,False,False,False,False,False,True,False
16,04:07 PM,7,Sunday,6,June,37,42817,1.0661795290948852,3.011113375592293,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,03:00 AM,2,Tuesday,3,March,46,271,0.404372528958137,4.245204117951145,0,False,True,False,False,False,False,False,False,False,False,False,False,False
6,06:51 AM,3,Wednesday,1,January,54,129,0.837860827028568,3.795713883027763,0,False,True,False,False,False,False,False,False,False,False,False,False,False
16,04:59 PM,1,Monday,1,January,37,42817,0.9569303405708234,3.959478946584441,0,False,False,False,False,False,False,False,False,False,True,False,False,False
12,12:13 PM,2,Tuesday,9,September,31,151815,1.31442303388825,4.26955757977876,0,False,False,False,False,False,False,True,False,False,False,False,False,False
11,11:19 AM,6,Saturday,3,March,63,207,0.6458481821140345,1.2809338454620642,0,False,False,False,False,False,False,False,False,False,False,True,False,False
11,11:47 AM,1,Monday,7,July,64,207,0.8252840926929385,5.272024724593113,0,False,False,False,False,False,False,False,False,False,False,True,False,False
0,12:34 AM,5,Friday,5,May,79,493,0.7932973466897415,4.082103275799747,0,False,True,False,False,False,False,False,False,False,False,False,False,False
9,09:34 AM,7,Sunday,8,August,60,198,0.9015062177716768,2.316487998163037,0,False,False,False,False,False,False,False,False,False,False,True,False,False
9,09:07 AM,1,Monday,3,March,49,84106,0.0575715853959209,5.302657932646457,0,False,False,False,False,False,False,False,False,True,False,False,False,False
22,10:42 PM,4,Thursday,8,August,38,509,1.0843398626814358,1.88706964903238,0,False,False,False,False,False,False,False,False,False,False,False,True,False
12,12:01 PM,1,Monday,7,July,48,271,0.402958616725092,3.5986811861957877,0,False,False,False,False,True,False,False,False,False,False,False,False,False
22,10:49 PM,7,Sunday,12,December,45,14871,0.4761789905791665,2.704711299836696,0,False,False,False,False,False,True,False,False,False,False,False,False,False
5,05:45 AM,2,Tuesday,12,December,62,759,0.8980933379610422,2.028148247292285,0,False,False,False,False,False,False,False,False,False,False,True,False,False
16,04:12 PM,6,Saturday,11,November,44,1645,1.0198099474593354,4.01204931949527,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2,02:20 AM,1,Monday,8,August,46,1745,0.9242054255629584,3.842458542042237,0,False,False,True,False,False,False,False,False,False,False,False,False,False
6,06:45 AM,1,Monday,11,November,83,1252,0.8369509876026225,1.7209792871670078,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7,07:42 AM,1,Monday,7,July,52,4878,0.5400168477825525,4.651003602331263,0,False,False,False,False,False,False,False,False,False,False,False,False,False
23,11:43 PM,4,Thursday,12,December,69,3805,0.6316588106454369,5.177166164983887,0,False,False,False,False,False,True,False,False,False,False,False,False,False
13,01:03 PM,1,Monday,1,January,37,49,0.4144680665539826,4.195245147157833,0,True,False,False,False,False,False,False,False,False,False,False,False,False
13,01:59 PM,6,Saturday,11,November,65,602,0.5713344407280287,2.728506209669592,0,False,False,False,False,False,False,True,False,False,False,False,False,False
21,09:36 PM,3,Wednesday,6,June,45,105549,0.984380369191704,1.545432582458188,0,False,False,False,False,False,False,False,False,False,False,False,False,False
11,11:21 AM,3,Wednesday,4,April,34,27971,1.0451017002847138,2.7644305345383176,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2,02:23 AM,2,Tuesday,7,July,77,761,0.8207434917500096,2.0781907597781832,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6,06:22 AM,2,Tuesday,12,December,61,1241364,0.9565277205042192,4.225372824628505,0,False,False,False,True,False,False,False,False,False,False,False,False,False
1,01:12 AM,1,Monday,11,November,47,11256,0.8758433728498488,5.367843429196647,0,False,False,False,True,False,False,False,False,False,False,False,False,False
22,10:06 PM,6,Saturday,10,October,42,565,0.5848671934807047,4.354012888218683,0,False,False,False,False,False,False,False,False,False,True,False,False,False
20,08:31 PM,7,Sunday,6,June,36,50489,0.9924834977096612,3.3830334110344844,0,False,False,False,False,True,False,False,False,False,False,False,False,False
21,09:07 PM,1,Monday,1,January,44,14871,0.575623013039783,3.913621726791843,0,False,False,False,False,False,False,False,False,False,False,False,False,False
18,06:42 PM,2,Tuesday,8,August,63,207,0.9225692345602012,5.502196545680788,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2,02:17 AM,6,Saturday,5,May,29,9772,0.9645608578068012,5.649713401532359,1,False,False,False,True,False,False,False,False,False,False,False,False,False
12,12:45 PM,5,Friday,9,September,79,493,1.0849666635625224,5.349580660485579,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2,02:31 AM,6,Saturday,6,June,85,73,0.9370482995555784,1.3402504226184837,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,05:39 AM,1,Monday,9,September,53,1420,0.8958230593041424,1.128171090909654,0,False,False,False,False,False,False,False,False,False,False,True,False,False
14,02:06 PM,3,Wednesday,7,July,35,85,1.0208333431883008,3.5533460588187404,0,False,False,False,False,False,True,False,False,False,False,False,False,False
7,07:58 AM,7,Sunday,8,August,80,145,0.8474231204504542,3.466048353981772,0,False,False,False,False,False,False,False,False,False,False,False,True,False
9,09:19 AM,1,Monday,9,September,75,4005,1.1858920949917853,1.691939133945844,0,False,False,False,False,False,False,False,False,True,False,False,False,False
0,12:15 AM,1,Monday,11,November,59,927396,1.0412174038081534,2.136530508663963,0,False,False,False,False,False,False,False,False,False,False,True,False,False
10,10:43 AM,4,Thursday,7,July,63,732,0.9488410083317416,4.285102653392156,0,False,True,False,False,False,False,False,False,False,False,False,False,False
11,11:25 AM,1,Monday,8,August,30,2368,0.703495831044512,3.5787855313168624,0,False,False,True,False,False,False,False,False,False,False,False,False,False
23,11:32 PM,1,Monday,9,September,32,832,0.9446898785935016,7.102820291923455,1,False,False,False,False,False,False,False,False,False,False,True,False,False
14,02:44 PM,2,Tuesday,7,July,90,1146,0.3239549380469519,2.018895041811802,0,True,False,False,False,False,False,False,False,False,False,False,False,False
20,08:24 PM,2,Tuesday,5,May,92,1063,1.0276322770456292,4.18783490530944,0,False,False,False,False,False,False,False,False,False,False,False,False,False
5,05:12 AM,6,Saturday,4,April,30,7268,0.4993351156337753,4.099000373758295,0,False,False,True,False,False,False,False,False,False,False,False,False,False
2,02:06 AM,3,Wednesday,12,December,84,73,0.9428433210666556,4.9896159268721805,0,False,False,False,True,False,False,False,False,False,False,False,False,False
9,09:20 AM,6,Saturday,5,May,63,1120,1.0961996736370632,4.861903240295856,0,False,False,False,True,False,False,False,False,False,False,False,False,False
11,11:26 AM,3,Wednesday,2,February,41,28278,0.9431371554259756,1.1939224684724346,0,False,False,False,False,False,False,False,True,False,False,False,False,False
10,10:41 AM,2,Tuesday,6,June,68,1139,0.8529722134055738,2.110213200346589,0,False,False,False,False,False,False,False,True,False,False,False,False,False
22,10:09 PM,1,Monday,6,June,41,310,0.8365171771099497,3.9441028988915576,0,False,False,False,False,False,False,True,False,False,False,False,False,False
21,09:45 PM,6,Saturday,9,September,57,258,0.8448152434852257,2.388762789235098,0,False,False,False,False,False,False,True,False,False,False,False,False,False
19,07:41 PM,2,Tuesday,3,March,52,206,0.5257567375222151,3.479392229247212,0,False,False,False,False,False,False,False,False,False,False,False,False,False
20,08:35 PM,2,Tuesday,8,August,39,1201,0.205927781100563,5.977289554926676,0,False,False,False,False,False,False,False,False,False,False,False,False,True
23,11:28 PM,4,Thursday,1,January,44,14871,0.690770953833471,1.118414915964289,0,False,False,False,False,False,False,False,False,False,True,False,False,False
15,03:05 PM,7,Sunday,10,October,31,606,0.568809182398631,4.892527205615926,0,False,False,False,False,False,False,False,False,False,False,True,False,False
18,06:18 PM,6,Saturday,7,July,25,19408,0.1747748223515033,3.798854307322508,0,False,False,False,False,False,True,False,False,False,False,False,False,False
17,05:08 PM,4,Thursday,4,April,37,1312922,0.6767424592930432,4.086648355587631,0,False,False,False,False,False,True,False,False,False,False,False,False,False
13,01:51 PM,7,Sunday,3,March,46,54287,0.6488954361451488,4.308918162853243,0,True,False,False,False,False,False,False,False,False,False,False,False,False
22,10:00 PM,2,Tuesday,1,January,51,899,0.2791680619017863,3.108614430610664,0,False,False,False,False,False,False,True,False,False,False,False,False,False
22,10:17 PM,4,Thursday,2,February,79,493,1.1281743229279746,4.334279676176148,0,False,False,False,False,False,False,False,False,False,True,False,False,False
3,03:32 AM,1,Monday,11,November,45,100,1.1839385223295962,3.849083205654272,0,False,True,False,False,False,False,False,False,False,False,False,False,False
18,06:56 PM,7,Sunday,10,October,70,331,0.9929068318049796,3.900557527318868,0,False,False,False,False,False,False,False,False,False,True,False,False,False
17,05:49 PM,4,Thursday,8,August,91,1063,1.3598410806579584,3.4766140209469096,0,False,False,False,False,False,True,False,False,False,False,False,False,False
18,06:48 PM,7,Sunday,10,October,78,60,0.4148377662858133,1.1249295969854831,0,True,False,False,False,False,False,False,False,False,False,False,False,False
16,04:52 PM,7,Sunday,8,August,48,34882,0.8369955472402476,4.432125465974346,0,False,False,False,False,False,True,False,False,False,False,False,False,False
0,12:08 AM,1,Monday,12,December,49,84106,0.6431291671103072,4.188593573125209,0,False,False,False,False,False,False,False,False,True,False,False,False,False
23,11:41 PM,1,Monday,9,September,34,760,0.7661349143571182,1.175573329804238,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,03:07 AM,7,Sunday,4,April,30,1661,1.346159653711987,4.933322190993586,0,False,False,False,True,False,False,False,False,False,False,False,False,False
15,03:59 PM,2,Tuesday,6,June,35,299480,0.1761159004576339,5.626361327687616,0,False,False,False,False,False,False,False,False,False,False,True,False,False
21,09:52 PM,6,Saturday,5,May,90,217,1.0653367676232657,4.22053658745986,0,False,False,False,False,False,True,False,False,False,False,False,False,False
17,05:33 PM,2,Tuesday,3,March,44,1645,0.2848155300137229,6.09625239882511,0,False,False,False,False,False,False,False,False,False,False,False,False,True
4,04:23 AM,6,Saturday,9,September,36,27971,0.60572720085612,2.4561641809223462,0,False,False,False,False,False,False,False,True,False,False,False,False,False
10,10:19 AM,7,Sunday,3,March,44,100,0.3348707313128504,4.308380094505583,0,False,False,False,True,False,False,False,False,False,False,False,False,False
14,02:49 PM,7,Sunday,3,March,68,467,1.2112190226816906,2.0681277817795625,0,False,False,False,False,False,False,False,False,False,False,False,False,True
10,10:25 AM,1,Monday,11,November,83,1252,0.9083774832045302,1.501852701754163,0,False,False,False,False,False,False,False,False,False,False,True,False,False
10,10:08 AM,7,Sunday,5,May,18,92608,0.8897802985484787,3.2347491740244907,0,False,False,True,False,False,False,False,False,False,False,False,False,False
23,11:32 PM,3,Wednesday,8,August,48,34882,0.6289294458617773,4.060270581888349,0,False,False,False,False,False,True,False,False,False,False,False,False,False
14,02:21 PM,6,Saturday,6,June,38,1312922,0.9506178069639766,4.061476958596484,0,False,False,False,False,False,False,False,False,False,False,False,False,False
17,05:28 PM,5,Friday,5,May,64,4677,0.8095211825863547,3.893247850101812,0,False,False,False,False,False,False,True,False,False,False,False,False,False
21,09:25 PM,7,Sunday,11,November,80,145,1.195592733377465,3.200711854240529,0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,03:01 AM,2,Tuesday,10,October,61,198,0.3306256230496916,5.31664832323276,0,False,False,False,True,False,False,False,False,False,False,False,False,False
13,01:57 PM,7,Sunday,12,December,25,917,0.6475282130841921,2.567254391136754,0,False,False,False,False,False,False,True,False,False,False,False,False,False
14,02:15 PM,3,Wednesday,5,May,60,198,0.4540080617544169,3.050220458838061,0,False,False,False,False,False,False,True,False,False,False,False,False,False
16,04:24 PM,4,Thursday,12,December,48,18408,0.4830069348953481,1.589235205116581,0,False,False,False,False,False,False,False,False,False,False,False,True,False
18,06:27 PM,4,Thursday,7,July,24,518429,0.6403006099677004,2.039920783517553,0,False,False,False,False,False,False,False,False,False,False,False,True,False
17,05:22 PM,7,Sunday,10,October,30,5662,1.0602894275451422,3.931041011263908,0,False,False,False,False,False,False,False,False,False,False,True,False,False
20,08:02 PM,5,Friday,2,February,80,61,0.8038130433440391,2.9590682891824,0,False,False,False,False,True,False,False,False,False,False,False,False,False
11,11:36 AM,6,Saturday,6,June,32,46,0.7602561970079562,4.670957926526095,0,False,False,False,True,False,False,False,False,False,False,False,False,False
22,10:43 PM,5,Friday,4,April,60,308,1.0279657750572295,2.105352923464337,0,True,False,False,False,False,False,False,False,False,False,False,False,False
16,04:49 PM,2,Tuesday,6,June,48,271,0.1967422850558558,3.2144661163795005,0,False,False,False,False,False,False,False,False,False,True,False,False,False
23,11:49 PM,7,Sunday,7,July,28,107941,0.2061373874725317,4.569128414640826,0,False,False,False,False,False,False,False,False,False,True,False,False,False
13,01:35 PM,1,Monday,3,March,45,1745,0.357613844108418,1.8341801851120072,0,False,False,False,False,False,True,False,False,False,False,False,False,False
3,03:39 AM,3,Wednesday,9,September,43,1302,0.8265375648874032,4.635796379529852,0,False,False,False,True,False,False,False,False,False,False,False,False,False
18,06:43 PM,2,Tuesday,8,August,38,3684,0.9809905474187806,3.718680945350726,0,False,False,False,False,False,False,True,False,False,False,False,False,False
16,04:03 PM,6,Saturday,1,January,31,151815,0.8300216362336671,1.085189268335969,0,False,False,False,False,False,False,False,False,False,False,False,False,False
10,10:05 AM,3,Wednesday,6,June,46,11256,0.5594318757471711,5.592515662227615,0,False,False,False,False,False,False,False,False,True,False,False,False,False
15,03:38 PM,1,Monday,8,August,45,320420,0.7436574626405609,4.032646447751885,0,False,False,False,False,False,False,True,False,False,False,False,False,False
2,02:03 AM,6,Saturday,5,May,61,198,0.9684122334073412,0.7929925155296614,0,False,False,False,False,False,False,False,False,True,False,False,False,False
19,07:05 PM,4,Thursday,1,January,27,1490,1.0362825365285189,6.166215855071768,0,False,False,False,False,False,False,False,False,True,False,False,False,False
1,01:27 AM,3,Wednesday,4,April,56,191096,1.0273304899967646,6.15047482849259,0,False,False,False,False,False,False,False,False,False,False,False,True,False
23,11:51 PM,7,Sunday,9,September,28,107941,0.644146114347512,5.125153747538848,0,False,False,False,False,False,True,False,False,False,False,False,False,False
6,06:49 AM,1,Monday,9,September,44,964,1.0486419581201178,4.895149617488555,0,False,False,False,False,False,False,False,False,False,False,False,True,False
15,03:45 PM,6,Saturday,1,January,76,60,0.8452992081133209,4.65946895939547,0,False,False,False,False,False,False,False,False,False,False,False,False,False
4,04:25 AM,1,Monday,6,June,18,92608,1.1230072595286271,4.423168578005057,0,False,False,False,True,False,False,False,False,False,False,False,False,False
2,02:12 AM,6,Saturday,11,November,53,519,0.7134165476332873,3.9604321446358335,0,False,False,True,False,False,False,False,False,False,False,False,False,False
0,12:43 AM,1,Monday,12,December,27,42384,0.5150915330162159,5.278216694841034,0,False,False,False,True,False,False,False,False,False,False,False,False,False
8,08:48 AM,5,Friday,1,January,57,4154,1.2806294606325432,2.355177543113216,0,False,False,False,False,False,False,False,False,False,False,False,True,False
21,09:47 PM,7,Sunday,7,July,68,1139,0.8712479045461183,2.717340248009303,0,False,False,False,False,False,False,False,False,False,False,False,False,False
23,11:50 PM,3,Wednesday,9,September,65,337,0.7889320154233896,4.338858139272503,0,False,False,False,False,False,False,True,False,False,False,False,False,False
5,05:37 AM,4,Thursday,9,September,51,92337,0.7001908546960633,4.435448911169876,0,False,False,False,True,False,False,False,False,False,False,False,False,False
17,05:01 PM,1,Monday,8,August,48,18408,1.225710598174375,2.0228711901914416,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,02:17 AM,6,Saturday,4,April,31,2872,0.5710361127091711,4.366405253770925,0,False,True,False,False,False,False,False,False,False,False,False,False,False
18,06:23 PM,7,Sunday,2,February,33,94014,0.2774345485929916,4.238444906195857,0,False,False,False,False,False,False,True,False,False,False,False,False,False
9,09:07 AM,5,Friday,6,June,53,233717,0.933161372801072,5.133147868571648,0,False,False,False,True,False,False,False,False,False,False,False,False,False
5,05:34 AM,2,Tuesday,12,December,32,35371,0.164034384557024,5.284066300778177,0,False,False,False,True,False,False,False,False,False,False,False,False,False
12,12:05 PM,2,Tuesday,7,July,90,217,0.5975169942420022,2.633326654906273,0,False,False,False,False,True,False,False,False,False,False,False,False,False
9,09:35 AM,5,Friday,8,August,65,4677,0.5002694599163489,0.8372475245337022,0,False,False,False,False,False,False,False,False,False,False,False,False,False
17,05:35 PM,4,Thursday,4,April,47,34882,0.740530420426466,4.589244035437832,0,False,False,False,False,False,True,False,False,False,False,False,False,False
21,09:45 PM,2,Tuesday,9,September,43,1302,0.976939919225337,4.344843843546165,0,False,False,False,False,True,False,False,False,False,False,False,False,False
22,10:16 PM,2,Tuesday,11,November,90,276,0.524050859918187,2.9826470340053355,0,False,False,False,False,False,False,False,False,False,True,False,False,False
21,09:55 PM,1,Monday,11,November,46,635,0.5186595960020434,3.752792779857589,0,False,False,False,False,False,False,True,False,False,False,False,False,False
6,06:05 AM,6,Saturday,4,April,59,927396,0.9756846095050374,4.258869811047899,0,False,True,False,False,False,False,False,False,False,False,False,False,False
23,11:13 PM,6,Saturday,12,December,46,14871,0.5775730144535821,2.7985001040242823,0,False,False,False,False,True,False,False,False,False,False,False,False,False
14,02:41 PM,2,Tuesday,4,April,60,1241364,0.9109139643907104,2.194999882314108,0,False,False,False,False,False,False,False,False,False,True,False,False,False
1,01:24 AM,1,Monday,8,August,33,46,0.2833055470335791,4.698205051955281,0,False,False,False,True,False,False,False,False,False,False,False,False,False
17,05:19 PM,3,Wednesday,2,February,49,45303,0.7723715639800599,2.1294214739848565,0,False,False,False,False,True,False,False,False,False,False,False,False,False
5,05:49 AM,1,Monday,6,June,58,628,0.1665572249198489,2.390595970316759,0,False,False,False,False,False,False,False,False,False,False,False,True,False
22,10:05 PM,5,Friday,10,October,30,2368,0.9748468595138484,2.677590993617501,0,False,False,False,False,False,False,True,False,False,False,False,False,False
7,07:05 AM,7,Sunday,6,June,69,3805,1.151048091176044,4.309187088496924,0,True,False,False,False,False,False,False,False,False,False,False,False,False
3,03:42 AM,1,Monday,2,February,22,121,0.9543384488995535,5.658819975621094,1,False,False,False,True,False,False,False,False,False,False,False,False,False
20,08:37 PM,7,Sunday,8,August,44,320420,0.9133874491495956,1.5686159179138452,0,False,False,False,False,False,False,False,False,False,False,True,False,False
22,10:04 PM,1,Monday,9,September,38,1312922,1.1600835927707942,2.7166795278002644,0,False,False,False,False,False,False,True,False,False,False,False,False,False
7,07:04 AM,3,Wednesday,8,August,47,18408,0.4731189234822501,3.475995591737341,0,False,False,True,False,False,False,False,False,False,False,False,False,False
23,11:36 PM,7,Sunday,8,August,41,565,1.1351025595742448,4.294969802105708,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,03:02 AM,6,Saturday,2,February,48,84106,0.1887545025370269,1.8325814637483104,0,False,False,False,False,False,False,False,False,True,False,False,False,False
3,03:35 AM,1,Monday,4,April,55,171170,0.6506725840428469,1.908059924924216,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,01:01 AM,4,Thursday,2,February,20,1312922,0.509173240209068,4.263946679941392,0,False,True,False,False,False,False,False,False,False,False,False,False,False
1,01:13 AM,5,Friday,11,November,76,761,0.0913704889885104,2.341805806147327,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2,02:11 AM,7,Sunday,5,May,69,1139,0.9971090178571264,3.652734007477583,0,False,True,False,False,False,False,False,False,False,False,False,False,False
7,07:42 AM,6,Saturday,12,December,69,1139,0.8260640192727031,2.1400661634962708,0,False,False,False,False,False,False,False,False,True,False,False,False,False
17,05:53 PM,1,Monday,1,January,30,7268,0.7531061708982232,4.37449836825309,0,False,False,False,False,False,True,False,False,False,False,False,False,False
23,11:19 PM,6,Saturday,6,June,30,2368,0.7668487140662019,4.645544080126364,0,False,False,False,False,False,True,False,False,False,False,False,False,False
17,05:03 PM,2,Tuesday,11,November,31,151815,1.1628388805204264,5.271048939393843,0,False,False,False,False,True,False,False,False,False,False,False,False,False
23,11:48 PM,7,Sunday,12,December,36,27971,0.7877566985237373,5.221868194384631,0,False,False,False,False,False,False,False,False,False,False,True,False,False
15,03:44 PM,7,Sunday,1,January,31,46,1.3971731257829123,0.9400072584914712,0,False,False,False,False,False,False,False,False,False,False,False,True,False
17,05:42 PM,6,Saturday,5,May,59,1241364,1.1699167958525978,3.686626919060642,0,False,False,False,False,False,False,True,False,False,False,False,False,False
20,08:16 PM,1,Monday,4,April,45,105549,1.0130623804573915,4.445939960417534,0,False,False,False,False,False,False,False,False,False,False,False,False,False
17,05:44 PM,5,Friday,3,March,29,104,0.1418703863743234,1.5539252025038417,0,False,False,False,False,False,False,True,False,False,False,False,False,False
5,05:49 AM,4,Thursday,4,April,40,310,1.0369518863997442,4.9247142315886165,0,False,False,False,True,False,False,False,False,False,False,False,False,False
0,12:19 AM,7,Sunday,3,March,52,206,0.7790882686422672,2.2289385528257477,0,False,False,False,False,False,False,False,False,False,False,True,False,False
22,10:25 PM,6,Saturday,10,October,62,732,0.6449334332689011,6.6454550124667335,1,False,False,False,False,False,False,False,False,False,False,False,True,False
14,02:27 PM,4,Thursday,10,October,51,9587,1.1345067517084266,2.0980179272527715,0,False,False,False,False,False,False,False,False,False,True,False,False,False
8,08:24 AM,7,Sunday,4,April,63,759,0.4001768602230721,0.7839015438284094,0,False,False,False,False,False,False,False,True,False,False,False,False,False
21,09:21 PM,6,Saturday,5,May,37,1312922,0.8264677660169275,1.601405740736836,0,False,False,False,False,False,False,False,False,False,False,False,False,True
15,03:31 PM,6,Saturday,12,December,48,34882,1.283280131524289,2.262804222982201,0,False,False,False,False,False,False,False,False,False,False,False,True,False
7,07:11 AM,3,Wednesday,3,March,39,13983,0.9879539663223168,5.500564092149261,0,False,False,False,True,False,False,False,False,False,False,False,False,False
14,02:19 PM,6,Saturday,3,March,33,760,0.8517138202765006,2.2607208888953467,0,False,False,False,False,False,False,False,False,False,False,False,True,False
0,12:57 AM,6,Saturday,2,February,60,2383912,0.660920819573715,4.166355098198373,0,False,False,False,True,False,False,False,False,False,False,False,False,False
15,03:20 PM,5,Friday,12,December,48,54287,0.3333096185500813,3.540089380528774,0,False,False,False,False,False,False,True,False,False,False,False,False,False
20,08:31 PM,1,Monday,6,June,64,35705,0.4755797779016727,3.633366744183677,0,False,False,False,False,True,False,False,False,False,False,False,False,False
1,01:26 AM,1,Monday,12,December,35,50489,0.553461221038117,4.128262780425561,0,False,True,False,False,False,False,False,False,False,False,False,False,False
23,11:03 PM,3,Wednesday,2,February,30,1847,0.1550321528070855,4.345492309945908,0,False,False,False,False,False,True,False,False,False,False,False,False,False
9,09:48 AM,1,Monday,6,June,52,471,0.1909520798970201,5.287711320760812,0,False,False,False,False,False,False,False,False,True,False,False,False,False
21,09:22 PM,5,Friday,7,July,51,9587,0.7527698206822536,2.365559892155434,0,False,False,False,False,True,False,False,False,False,False,False,False,False
9,09:49 AM,2,Tuesday,11,November,84,17047,0.8209338093756388,4.214642950244135,0,False,True,False,False,False,False,False,False,False,False,False,False,False
19,07:10 PM,3,Wednesday,2,February,37,1789,0.9632092562704168,2.0706530356467567,0,False,False,False,False,False,False,False,False,False,False,False,True,False
4,04:47 AM,7,Sunday,6,June,45,105549,1.3198990008974147,5.283051432877604,0,False,False,False,False,False,False,False,True,False,False,False,False,False
22,10:15 PM,5,Friday,10,October,32,545147,0.6989001827907924,5.457881936219375,0,False,False,False,False,False,False,False,False,False,False,False,True,False
18,06:51 PM,3,Wednesday,6,June,83,1252,0.906136408519718,4.68314922730468,0,False,False,False,False,False,False,False,False,False,True,False,False,False
13,01:10 PM,1,Monday,5,May,69,467,0.4402740234001971,2.1838015570040787,0,False,False,False,False,False,True,False,False,False,False,False,False,False
14,02:17 PM,6,Saturday,11,November,69,331,0.5950479233650044,4.359908829420263,0,False,False,False,False,False,False,False,False,False,False,False,False,False
23,11:45 PM,7,Sunday,9,September,35,50489,0.7343912250633198,3.695358420211645,0,False,False,False,False,False,True,False,False,False,False,False,False,False
18,06:09 PM,6,Saturday,2,February,27,525713,0.7799781572486402,1.2584609896100056,0,False,False,False,False,False,False,False,False,False,False,False,True,False
6,06:49 AM,4,Thursday,10,October,39,1201,0.6295692082471991,4.834375328680896,0,False,False,False,False,False,False,False,False,False,False,False,True,False
18,06:50 PM,4,Thursday,8,August,42,149,1.1000116211067934,2.089391872533004,0,False,False,False,False,False,False,False,False,False,False,True,False,False
20,08:36 PM,7,Sunday,3,March,66,1631,1.1529485597146092,2.8814431271518632,0,False,False,False,False,False,False,True,False,False,False,False,False,False
15,03:53 PM,7,Sunday,7,July,52,1725,0.0974636737918298,2.1114245875328868,0,False,False,False,False,False,False,False,False,False,False,False,False,True
10,10:17 AM,4,Thursday,11,November,20,895,0.5918272137372502,3.6402142821326553,0,False,False,False,True,False,False,False,False,False,False,False,False,False
10,10:06 AM,2,Tuesday,4,April,45,2202,1.1148182567400853,4.594715728084233,0,False,False,False,True,False,False,False,False,False,False,False,False,False
23,11:34 PM,1,Monday,5,May,45,100,0.7848191670550692,1.840549633397487,0,False,False,False,False,True,False,False,False,False,False,False,False,False
18,06:03 PM,2,Tuesday,6,June,26,641,0.6458905545500695,5.677096209393695,1,False,False,False,True,False,False,False,False,False,False,False,False,False
16,04:56 PM,6,Saturday,9,September,39,49,0.7734542820005625,4.061993532004442,0,True,False,False,False,False,False,False,False,False,False,False,False,False
7,07:12 AM,4,Thursday,7,July,61,308,0.878578412846573,3.840956556994286,0,False,True,False,False,False,False,False,False,False,False,False,False,False
10,10:43 AM,1,Monday,7,July,55,191096,0.8630569129698171,1.4060969884160703,0,False,False,False,False,False,False,False,False,False,False,False,True,False
14,02:36 PM,7,Sunday,7,July,85,73,1.1323777861601665,2.3664984187376983,0,False,False,False,False,True,False,False,False,False,False,False,False,False
0,12:43 AM,2,Tuesday,3,March,33,1530,0.7026399838530364,6.874022678550632,1,False,False,False,False,False,False,False,False,False,False,False,True,False
4,04:10 AM,1,Monday,11,November,56,191096,1.0524196274077184,4.935121205619039,0,False,False,False,False,False,False,False,False,False,False,False,False,False
1,01:26 AM,1,Monday,5,May,29,9772,0.7334856162134344,3.8091039514203047,0,False,False,False,True,False,False,False,False,False,False,False,False,False
17,05:18 PM,5,Friday,7,July,46,105549,0.8794751370044469,3.977997994351679,0,True,False,False,False,False,False,False,False,False,False,False,False,False
7,07:43 AM,2,Tuesday,2,February,61,759,0.4073295453425857,4.819474788635096,0,False,False,False,True,False,False,False,False,False,False,False,False,False
10,10:42 AM,6,Saturday,4,April,62,1120,0.3128406207160412,1.128171090909654,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5,05:12 AM,4,Thursday,12,December,47,54287,0.7667240246718517,4.619566066271823,0,False,False,False,False,False,False,False,False,True,False,False,False,False
