category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,age,trans_hour,trans_dayofweek,distance_km
gas_transport,67.46,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",41.391202,-124.141989,0,69,3,5,99.32224483980296
personal_care,7.34,Westerville,NE,41.4193,-99.3844,73,Product designer,41.822619,-99.151697,0,85,20,4,48.84068993027839
food_dining,8.95,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.335177,-105.69701,0,79,22,0,137.62917613809677
shopping_net,8.66,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.786414,-121.347543,0,35,23,3,93.62531892923121
gas_transport,70.8,Wales,AK,64.7556,-165.6723,145,"Administrator, education",65.555376,-166.072891,0,80,4,0,90.8785267977061
home,127.82,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.66694,-90.017935,0,35,14,6,41.488555099491606
misc_net,8.76,Loving,NM,32.274,-104.0914,1925,Educational psychologist,31.804383,-103.606679,0,68,8,3,69.38502302475491
food_dining,1.08,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,45.444562,-121.196074,0,83,20,1,58.10022305697905
misc_net,18.31,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.292971,-111.10497,0,32,9,4,110.72166480226657
kids_pets,54.07,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.975502,-109.014018,0,33,22,6,10.106050176776158
shopping_pos,613.7,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",42.12015,-97.343507,0,46,14,1,100.23778066236888
travel,669.61,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.059893,-120.119349,0,32,23,2,76.73790105539067
misc_net,1.55,Aurora,CO,39.6662,-104.835,389246,"Scientist, marine",40.165198,-105.436605,0,49,7,1,75.57220858159377
shopping_pos,81.27,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",37.216641,-121.666813,0,29,21,6,88.13465284305691
entertainment,29.79,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.683557,-106.508063,0,45,21,5,54.898912839676086
personal_care,74.46,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.927062,-108.502746,0,34,21,4,107.35865060417066
shopping_net,102.03,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.099576,-116.962861,0,49,12,3,74.79251486985147
kids_pets,62.94,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.803898,-106.594041,0,80,17,2,54.11075743273353
food_dining,33.53,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",40.874708,-98.966722,0,71,12,5,57.80100539767937
shopping_net,1.04,Woods Cross,UT,40.8874,-111.9027,13983,Insurance broker,41.289176,-112.432998,0,39,22,3,63.016132148460784
kids_pets,95.61,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.766037,-117.746304,0,42,22,3,36.57877458941672
grocery_pos,203.69,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",33.530167,-117.154865,0,47,9,1,24.130178689426454
kids_pets,38.08,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",42.202711,-106.239748,0,31,13,2,107.09001449608466
kids_pets,49.44,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.160009,-111.045924,0,39,16,4,75.10930221783696
grocery_net,30.99,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,39.267164,-90.043588,0,35,6,3,97.67020805383636
entertainment,149.87,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,20.273764,-155.708926,0,53,10,5,31.353468767922372
shopping_pos,8.92,Hatch,UT,37.7175,-112.4777,258,Geoscientist,38.346813,-111.691971,0,57,9,0,98.14475861802144
health_fitness,75.27,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.405923,-111.738377,0,20,12,0,57.65745850620336
personal_care,18.33,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",38.028398,-109.124299,0,31,23,4,116.15607658971618
health_fitness,8.48,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.813508,-122.868522,0,61,14,5,30.901008503846963
grocery_net,54.05,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,34.987084,-107.144004,0,43,2,4,55.399051592888476
home,139.66,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,36.470915000000005,-89.94975600000001,0,41,19,5,39.504586747829485
shopping_pos,46.35,Paauilo,HI,20.0271,-155.3697,1490,"Scientist, research (maths)",19.674031,-155.897258,0,28,17,1,67.71780708783687
misc_pos,5.54,Paauilo,HI,20.0271,-155.3697,1490,"Scientist, research (maths)",20.607639,-156.340546,0,29,18,0,120.06584042919386
personal_care,41.56,Parker,CO,39.5102,-104.7216,84861,Materials engineer,39.787945,-105.223219,0,88,16,1,52.89825414186217
food_dining,38.33,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,33.577707000000004,-117.716744,0,61,15,1,87.49826625714454
gas_transport,55.54,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.120298,-90.488077,0,60,8,6,55.339428599465556
gas_transport,61.38,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,44.917742,-123.53567,0,54,11,6,126.01415862231718
personal_care,37.22,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.202615,-103.658504,0,47,23,6,66.40210184944634
grocery_pos,137.3,Redford,MO,37.3272,-91.0243,241,Investment analyst,38.086444,-90.997473,0,45,1,4,84.45705959865957
misc_pos,48.81,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.739149,-122.843905,0,36,4,2,105.27716310988778
shopping_pos,6.07,Brashear,MO,40.1959,-92.4333,805,Private music teacher,40.214556,-92.87227,0,49,11,1,37.33658923077141
gas_transport,65.57,Wales,AK,64.7556,-165.6723,145,"Administrator, education",65.718104,-166.360619,0,81,4,0,111.72235671126747
grocery_pos,117.57,Wendel,CA,40.3406,-120.2824,104,"Teacher, adult education",40.8564,-119.951793,0,31,6,5,63.78580214152255
misc_pos,3.91,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.629934000000006,-117.306271,0,46,23,4,77.96499140676393
entertainment,36.12,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,43.727825,-122.247093,0,54,23,1,47.88730012409216
home,45.44,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",41.069821000000005,-98.133748,0,39,16,0,72.29683151848845
home,107.9,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,40.651988,-104.430464,0,46,16,6,111.83337632680403
grocery_pos,181.79,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.061832,-112.586028,0,37,8,5,74.32071475597544
entertainment,44.82,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.587311,-121.834445,0,34,16,0,39.551218355867164
home,87.72,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.355277,-118.32071,0,46,13,0,65.068038709518
shopping_net,1.34,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",40.997053,-110.864634,0,29,15,0,83.44658802969053
grocery_pos,91.49,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.514993,-104.248811,0,39,11,3,44.146813260731214
shopping_pos,48.29,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",42.828882,-110.330171,0,52,6,5,60.6476046517328
food_dining,67.75,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.068139,-93.018436,0,44,22,4,82.7495185349055
shopping_net,3.12,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",42.273328,-110.140825,0,53,0,1,110.09554513892402
gas_transport,74.73,Mound City,MO,40.1362,-95.2138,1631,Architect,40.625343,-94.811653,0,67,8,0,64.17611634120841
entertainment,27.5,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",41.172572,-98.467301,0,78,13,6,100.00825074010868
travel,6.9,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.872253,-91.492555,0,45,21,6,73.31421907595286
gas_transport,49.96,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.472753,-94.426865,0,48,2,0,105.8926866568972
food_dining,10.01,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.065458,-98.926578,0,70,20,6,49.033247313921684
home,102.78,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,49.856093,-118.267297,0,42,13,3,107.74776461762502
home,85.85,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.225748,-109.555132,0,36,13,6,50.22782983474462
kids_pets,31.73,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",34.2574,-118.671047,0,25,14,5,48.305661195802
food_dining,2.23,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.451804,-118.860126,0,38,18,6,97.41895578079287
home,15.84,Parker,CO,39.5102,-104.7216,84861,Materials engineer,39.891401,-104.339172,0,87,22,5,53.54566508590972
travel,9.51,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.799167,-105.064778,0,26,18,1,36.790874888697324
misc_net,10.63,Woods Cross,UT,40.8874,-111.9027,13983,Insurance broker,40.75512,-111.021873,0,39,4,2,75.56401918895962
grocery_net,56.81,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.79301,-93.346881,0,31,3,2,78.85604839557713
kids_pets,30.11,Wales,AK,64.7556,-165.6723,145,"Administrator, education",64.950888,-165.580949,0,80,12,2,22.1398732862053
shopping_net,458.39,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,35.987089000000005,-89.666213,0,63,11,4,56.51494161663096
shopping_net,3.62,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.594889,-111.731119,0,32,21,6,67.85746535912375
home,52.46,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.502204,-105.683338,0,52,17,3,93.04865910289888
home,26.52,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",42.105473,-98.581844,0,39,12,2,69.71769379216212
shopping_pos,9.57,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.493419,-94.35198,0,59,0,5,42.61587501220146
entertainment,115.86,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,41.020055,-98.125848,0,62,19,6,91.20376895552272
home,7.84,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",38.102366,-108.838892,0,32,18,6,120.47805090094658
entertainment,147.72,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.210307,-105.038879,0,28,13,2,82.40823952836608
shopping_pos,173.41,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.316057,-117.396051,0,42,18,3,87.33924958293477
gas_transport,67.86,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,42.031389,-101.047874,0,38,2,2,97.63646190868445
shopping_pos,40.02,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.176167,-116.128948,0,47,17,6,58.02875810440638
entertainment,16.22,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,39.188692,-123.031667,0,65,12,5,105.67953405077083
gas_transport,88.07,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,37.797294,-121.557982,0,40,7,6,87.81763205770302
personal_care,51.51,Omaha,NE,41.2064,-95.9953,518429,"Surveyor, land/geomatics",41.017302,-96.564775,0,23,17,6,52.13698518265244
misc_pos,1.41,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.26433,-93.934524,0,31,20,6,58.68583901949504
grocery_net,46.24,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",38.250019,-95.198295,0,26,0,2,123.36977183022547
grocery_pos,100.13,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.027185,-93.148083,0,44,0,4,84.68439449262414
shopping_net,188.81,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,44.743194,-122.585553,0,38,20,1,74.47561623729729
kids_pets,54.03,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.654804,-103.872875,0,38,19,5,68.30944196418348
shopping_pos,131.73,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,40.366821,-105.929657,0,41,4,0,72.67610273789151
misc_net,1.75,Llano,NM,36.1486,-105.6648,247,Architectural technologist,36.707994,-105.728784,0,58,9,4,62.46462899149566
entertainment,1.48,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.682498,-119.181935,0,92,16,1,13.69650060134779
home,79.72,Louisiana,MO,39.4336,-91.0664,4593,"Teacher, early years/pre",39.7351,-91.024461,0,78,23,5,33.71736479349702
personal_care,9.27,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",43.037526,-108.779669,0,25,18,6,46.918072230155495
gas_transport,78.63,Moab,UT,38.5677,-109.5271,9772,Location manager,38.735039,-108.894132,0,30,2,6,58.03014807636396
home,34.07,Littleton,CO,39.5994,-105.0044,320420,Water engineer,40.138419,-104.139308,0,44,21,3,95.09496593651441
home,47.91,Burlington,WA,48.4786,-122.3345,14871,Public house manager,49.211365,-122.872278,0,46,23,5,90.48483654708458
food_dining,51.81,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.444295000000004,-112.482045,0,20,18,0,77.44591339523733
shopping_net,1.51,Conway,WA,48.34,-122.3456,85,"Research officer, political party",48.354292,-122.67381,0,35,16,1,24.307329875714082
misc_net,69.46,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.762232,-89.9936,0,34,2,5,50.29409042486319
grocery_pos,189.37,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.947726,-122.489727,0,34,5,6,58.42067568430964
gas_transport,54.88,Hatch,UT,37.7175,-112.4777,258,Geoscientist,36.772282,-111.543977,0,58,11,1,133.70638255356985
misc_net,94.39,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.128701,-94.837612,0,30,3,3,111.7911396447057
kids_pets,47.45,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,39.042299,-92.057374,0,49,18,6,30.31016288414275
kids_pets,12.24,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.248116,-94.121386,0,30,23,0,55.400351053254816
shopping_pos,2.13,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,20.579873000000003,-156.342277,0,53,4,0,104.83405346709084
kids_pets,115.12,San Diego,CA,33.0067,-117.069,1241364,"Pharmacist, hospital",32.853876,-116.536464,0,60,12,0,52.52603795428871
shopping_net,165.88,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.012031,-122.902921,0,35,21,5,87.88229682416059
grocery_pos,122.55,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.260938,-118.577095,0,42,8,2,74.73976045869114
personal_care,136.0,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,46.299417,-123.937653,0,33,13,2,86.83125824572446
shopping_net,3.26,Westerville,NE,41.4193,-99.3844,73,Product designer,40.697151,-99.529505,0,85,6,0,81.21572486099662
misc_net,6.12,Browning,MO,40.029,-93.1607,602,Cytogeneticist,40.50972,-93.031491,0,66,9,1,54.56614873973015
grocery_pos,48.94,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,37.913252,-105.631088,0,32,8,6,92.23340255618164
health_fitness,174.65,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.116455,-115.481647,0,48,20,2,96.94346810971523
food_dining,113.69,Louisiana,MO,39.4336,-91.0664,4593,"Teacher, early years/pre",39.588845,-90.610154,0,79,6,0,42.77756200502135
kids_pets,8.74,Napa,CA,38.4549,-122.2564,94014,Airline pilot,37.912018,-121.529136,0,33,14,3,87.66095783169087
food_dining,30.32,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.817582,-92.65791,0,30,12,4,52.820194546027956
misc_net,58.95,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",40.107511,-123.75341,0,68,1,6,48.208574963373096
entertainment,117.52,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.972676,-112.05429,0,31,23,6,95.68637001661149
food_dining,53.74,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",33.307773,-117.201267,0,47,16,0,48.881280829207796
kids_pets,58.36,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,34.663899,-117.751294,0,53,12,3,92.3951484072792
kids_pets,34.84,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.987944,-122.734571,0,35,15,1,78.70857873227162
gas_transport,56.48,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.283569,-123.372079,0,61,11,0,46.19289337470987
grocery_net,52.7,Helm,CA,36.4992,-120.0936,123,Early years teacher,37.358068,-120.609031,0,46,2,6,105.92225621295066
misc_pos,261.32,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.795938,-105.003442,0,45,17,0,21.854182191437857
shopping_pos,1.12,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,32.74503,-106.52077,0,51,3,0,69.04719941525009
personal_care,38.18,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.111695000000005,-92.784225,0,66,23,1,106.98204324426358
food_dining,1.63,Hooper,NE,41.6414,-96.5232,1745,"Engineer, automotive",41.574735,-96.248169,0,45,13,2,24.037858703756918
health_fitness,113.08,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,44.081751,-121.823411,0,55,15,6,78.61925125012773
grocery_pos,70.17,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.961143,-106.518268,0,47,8,6,115.68231346627249
kids_pets,105.35,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.121023,-111.382618,0,31,15,1,32.34786110922437
shopping_net,4.83,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,41.99689,-123.613336,0,90,9,5,114.43231169383553
entertainment,23.06,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.367238,-119.187602,0,38,13,1,90.90016651814211
kids_pets,84.47,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.166513,-117.491432,0,61,22,1,101.46173582282792
misc_net,7.99,Grenada,CA,41.6125,-122.5258,589,Systems analyst,41.891519,-123.289119,0,73,4,3,70.51320927592322
shopping_net,601.94,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",41.461709,-106.008726,0,30,18,4,44.42026842673735
grocery_pos,142.13,Fields Landing,CA,40.7268,-124.2174,276,"Scientist, audiological",41.716243,-124.389885,0,90,9,6,110.96272648137246
shopping_net,1.82,Paauilo,HI,20.0271,-155.3697,1490,"Scientist, research (maths)",19.763438,-155.540152,0,28,18,3,34.30987398602471
misc_net,54.77,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.303757,-118.318482,0,49,1,3,20.579609065197488
gas_transport,46.91,Westerville,NE,41.4193,-99.3844,73,Product designer,41.902464,-99.38414,0,83,5,0,53.72538987886212
grocery_pos,78.77,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.473487,-94.178771,0,31,2,2,80.55724122313825
travel,9.26,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",42.269747,-97.433692,0,47,18,5,111.09957333547426
shopping_net,7.22,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",33.347027000000004,-117.77117,0,48,19,0,71.11446711868821
travel,2264.34,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",34.284603999999995,-118.315623,0,58,17,1,32.77625139358296
entertainment,51.21,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",37.567302000000005,-104.642088,0,30,17,4,124.20580802351917
misc_net,4.28,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,45.339832,-122.08038700000002,0,34,6,1,59.66580114476957
home,18.18,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.081965,-93.571712,0,33,23,0,87.15060822475944
shopping_net,102.24,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,32.666148,-105.711827,0,53,9,2,32.01096944825281
shopping_pos,9.42,Luray,MO,40.4931,-91.8912,519,Town planner,40.512439,-91.163987,0,53,7,5,61.523127495229076
gas_transport,71.86,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.117222,-94.523521,0,30,10,5,93.95652353971322
kids_pets,51.43,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.290669,-106.328219,0,40,12,3,78.57765554918556
shopping_net,2.36,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",34.392406,-119.160012,0,23,13,3,91.60442651650861
shopping_pos,1097.16,Kirtland Afb,NM,35.0203,-106.5503,310,"Surveyor, land/geomatics",34.298919,-105.70798700000002,0,40,15,6,111.21717649685877
entertainment,290.63,Scotts Mills,OR,44.9897,-122.6187,1252,"Engineer, petroleum",45.701307,-122.921792,0,83,19,2,82.59624165007749
shopping_pos,134.69,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,38.024205,-121.094802,0,31,2,4,66.45122496600656
gas_transport,91.49,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.462905,-112.150546,0,20,0,0,39.30729109548887
kids_pets,78.34,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.870052,-123.240464,0,66,20,4,75.29660015147594
personal_care,27.78,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.55986,-112.146725,0,26,23,2,97.37043413696013
food_dining,3.24,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,45.596214,-123.180193,0,33,19,3,54.845172763056524
misc_pos,91.25,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",41.364748,-105.981843,0,31,0,5,42.54533206073822
shopping_net,27.15,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,45.963111,-122.621245,0,82,1,1,66.76184088665696
misc_pos,43.51,Daly City,CA,37.6787,-122.478,107941,"Buyer, industrial",37.061648,-122.849193,0,28,11,0,76.05073280453303
entertainment,52.6,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.784905,-103.507268,0,45,13,4,59.438272323805485
shopping_net,6.34,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.985095,-109.26857,0,35,16,0,69.11663494718073
personal_care,40.08,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,45.327077,-109.885173,0,78,18,2,82.2511242302415
home,84.39,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,38.542535,-92.450585,0,49,17,2,70.48756654590905
shopping_net,81.43,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.812038,-112.468355,0,38,14,1,47.19582193479375
misc_pos,328.25,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",33.912203000000005,-118.940012,0,58,11,6,43.26221335881894
grocery_net,39.48,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,43.568897,-109.546116,0,42,1,4,81.85316568754035
home,15.2,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,36.622803000000005,-90.067985,0,41,12,0,40.5097803646109
kids_pets,254.61,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,36.024579,-88.717404,0,40,17,5,112.06137865673993
entertainment,47.9,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.850171,-109.235255,0,34,14,5,27.154078440326675
kids_pets,22.61,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,36.738466,-121.958252,0,23,16,4,67.46767402486174
misc_pos,9.62,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.645684,-99.471912,0,68,10,2,72.32722537504553
kids_pets,47.62,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.852208000000005,-122.11273,0,41,22,5,84.28882735522974
health_fitness,28.73,Napa,CA,38.4549,-122.2564,94014,Airline pilot,37.897049,-122.275252,0,34,16,3,62.05208562533361
entertainment,23.02,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",41.487793,-124.349787,0,68,20,5,113.52021841969537
kids_pets,16.63,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.705542,-106.651337,0,80,16,3,42.88729210667417
shopping_pos,48.74,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.55815,-122.35935,0,66,0,1,59.75505989704365
personal_care,146.21,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.852686,-122.925615,0,65,18,2,43.3784983859972
kids_pets,34.7,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.887503,-123.478295,0,65,22,1,63.21444793991257
grocery_net,37.18,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,39.100726,-94.144421,0,69,0,6,66.11832746742432
shopping_pos,4.18,Manley,NE,40.9207,-96.168,206,Human resources officer,40.844592,-96.127695,0,52,4,4,9.115956860761512
travel,3.87,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,41.085521,-98.465927,0,63,17,4,103.91553349419445
grocery_net,56.49,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",38.497105,-110.587352,0,32,8,6,101.17292221237723
misc_pos,3.41,Conway,WA,48.34,-122.3456,85,"Research officer, political party",49.095876,-123.311429,0,34,18,3,109.92930856872027
shopping_net,2.36,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.681515000000005,-109.064654,0,32,12,6,76.46746868920305
grocery_net,49.01,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,40.44663,-93.698603,0,44,10,4,81.50942147033588
grocery_pos,53.46,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.458682,-119.169912,0,38,0,5,116.23789374897287
home,28.89,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,47.019578,-116.504923,0,76,18,0,69.54680763054097
grocery_pos,75.19,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.007542,-120.614619,0,46,3,0,71.91264141206749
kids_pets,53.67,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",45.428393,-105.082687,0,46,21,0,96.58068908355287
kids_pets,25.91,Broomfield,CO,39.8854,-105.1139,92337,"Engineer, electronics",39.942642,-105.442419,0,52,19,2,28.732399540776544
entertainment,73.77,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.758388,-120.716913,0,47,19,6,62.64491598338172
kids_pets,53.77,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",41.692133,-106.310316,0,30,12,0,75.35933527767051
food_dining,33.14,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.217638,-111.883534,0,20,15,2,49.752239265580364
grocery_pos,97.71,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",41.034792,-124.587682,0,68,5,2,78.18097264661968
shopping_net,96.06,Luray,MO,40.4931,-91.8912,519,Town planner,40.437439000000005,-92.649274,0,54,0,0,64.42858206375745
food_dining,58.13,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.919767,-96.188068,0,92,12,6,70.62898319397972
food_dining,4.12,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",33.427112,-118.098781,0,24,15,5,58.92493527680138
personal_care,85.15,June Lake,CA,37.7773,-119.0825,633,Health service manager,38.635436,-118.926663,0,93,12,6,96.38694020581634
misc_net,455.0,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.948079,-112.365589,0,37,0,6,74.12066125208126
gas_transport,54.04,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",43.328864,-108.429477,0,26,1,3,37.49661781342563
personal_care,10.49,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.449744,-123.033166,0,66,18,0,25.24116004007929
food_dining,13.88,Scotts Mills,OR,44.9897,-122.6187,1252,"Engineer, petroleum",44.714937,-123.052633,0,82,16,3,45.86410306547113
home,47.01,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.268858,-122.527371,0,35,17,6,46.46487219889447
